Question,Formatted Prompt,Generated Text,Predicted Answer
"Which mitigation technique, designated as M1026 under MITRE ATT&CK, should be implemented to limit permissions for users and user groups in creating tokens?","You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which mitigation technique, designated as M1026 under MITRE ATT&CK, should be implemented to limit permissions for users and user groups in creating tokens?  **Options:** A) Configuring System File Integrity B) Hardening Kernel Module Loading C) Partitioning Network Assets D) Privileged Account Management  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: Which mitigation technique, designated as M1026 under MITRE ATT&CK, should be implemented to limit permissions for users and user groups in creating tokens?
Option A: Configuring System File Integrity
Option B: Hardening Kernel Module Loading
Option C: Partitioning Network Assets
Option D: Privileged Account Management
Answer:","You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which mitigation technique, designated as M1026 under MITRE ATT&CK, should be implemented to limit permissions for users and user groups in creating tokens?  **Options:** A) Configuring System File Integrity B) Hardening Kernel Module Loading C) Partitioning Network Assets D) Privileged Account Management  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: Which mitigation technique, designated as M1026 under MITRE ATT&CK, should be implemented to limit permissions for users and user groups in creating tokens?
Option A: Configuring System File Integrity
Option B: Hardening Kernel Module Loading
Option C: Partitioning Network Assets
Option D: Privileged Account Management
Answer: D
",D
"Considering MITRE ATT&CK (Enterprise), which tool is known for its ability to create tokens from known credentials as part of its procedures?","You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Considering MITRE ATT&CK (Enterprise), which tool is known for its ability to create tokens from known credentials as part of its procedures?  **Options:** A) PowerShell Empire B) Cobalt Strike C) Metasploit Framework D) Rubeus  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: Considering MITRE ATT&CK (Enterprise), which tool is known for its ability to create tokens from known credentials as part of its procedures?
Option A: PowerShell Empire
Option B: Cobalt Strike
Option C: Metasploit Framework
Option D: Rubeus
Answer:","You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Considering MITRE ATT&CK (Enterprise), which tool is known for its ability to create tokens from known credentials as part of its procedures?  **Options:** A) PowerShell Empire B) Cobalt Strike C) Metasploit Framework D) Rubeus  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: Considering MITRE ATT&CK (Enterprise), which tool is known for its ability to create tokens from known credentials as part of its procedures?
Option A: PowerShell Empire
Option B: Cobalt Strike
Option C: Metasploit Framework
Option D: Rubeus
Answer: D",D
"According to MITRE ATT&CK, which tool did the Night Dragon adversaries use for cracking password hashes?","You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** According to MITRE ATT&CK, which tool did the Night Dragon adversaries use for cracking password hashes?  **Options:** A) Hydra B) CrackMapExec C) John the Ripper D) Cain & Abel  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: According to MITRE ATT&CK, which tool did the Night Dragon adversaries use for cracking password hashes?
Option A: Hydra
Option B: CrackMapExec
Option C: John the Ripper
Option D: Cain & Abel
Answer:","You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** According to MITRE ATT&CK, which tool did the Night Dragon adversaries use for cracking password hashes?  **Options:** A) Hydra B) CrackMapExec C) John the Ripper D) Cain & Abel  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: According to MITRE ATT&CK, which tool did the Night Dragon adversaries use for cracking password hashes?
Option A: Hydra
Option B: CrackMapExec
Option C: John the Ripper
Option D: Cain & Abel
Answer: D
",D
Which specific data source should be monitored to detect failed authentication attempts that could indicate a brute force attack?,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which specific data source should be monitored to detect failed authentication attempts that could indicate a brute force attack?  **Options:** A) Application Log B) User Account Security Log C) System Audit Log D) User Account Authentication  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: Which specific data source should be monitored to detect failed authentication attempts that could indicate a brute force attack?
Option A: Application Log
Option B: User Account Security Log
Option C: System Audit Log
Option D: User Account Authentication
Answer:","You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which specific data source should be monitored to detect failed authentication attempts that could indicate a brute force attack?  **Options:** A) Application Log B) User Account Security Log C) System Audit Log D) User Account Authentication  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: Which specific data source should be monitored to detect failed authentication attempts that could indicate a brute force attack?
Option A: Application Log
Option B: User Account Security Log
Option C: System Audit Log
Option D: User Account Authentication
Answer: D
",D
What mitigation strategy does MITRE ATT&CK suggest to defend against password cracking by adversaries?,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** What mitigation strategy does MITRE ATT&CK suggest to defend against password cracking by adversaries?  **Options:** A) Implementing a strict password expiration policy B) Using password managers C) Enabling multi-factor authentication D) Configuring IP address filtering  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: What mitigation strategy does MITRE ATT&CK suggest to defend against password cracking by adversaries?
Option A: Implementing a strict password expiration policy
Option B: Using password managers
Option C: Enabling multi-factor authentication
Option D: Configuring IP address filtering
Answer:","You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** What mitigation strategy does MITRE ATT&CK suggest to defend against password cracking by adversaries?  **Options:** A) Implementing a strict password expiration policy B) Using password managers C) Enabling multi-factor authentication D) Configuring IP address filtering  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: What mitigation strategy does MITRE ATT&CK suggest to defend against password cracking by adversaries?
Option A: Implementing a strict password expiration policy
Option B: Using password managers
Option C: Enabling multi-factor authentication
Option D: Configuring IP address filtering
Answer: A",A
How does T1110.001 (Brute Force: Password Guessing) typically try to achieve credential access?,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** How does T1110.001 (Brute Force: Password Guessing) typically try to achieve credential access?  **Options:** A) By intercepting network traffic to obtain passwords B) By guessing passwords using a repetitive or iterative mechanism C) By exploiting zero-day vulnerabilities D) By social engineering tactics to trick users into revealing passwords  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: How does T1110.001 (Brute Force: Password Guessing) typically try to achieve credential access?
Option A: By intercepting network traffic to obtain passwords
Option B: By guessing passwords using a repetitive or iterative mechanism
Option C: By exploiting zero-day vulnerabilities
Option D: By social engineering tactics to trick users into revealing passwords
Answer:","You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** How does T1110.001 (Brute Force: Password Guessing) typically try to achieve credential access?  **Options:** A) By intercepting network traffic to obtain passwords B) By guessing passwords using a repetitive or iterative mechanism C) By exploiting zero-day vulnerabilities D) By social engineering tactics to trick users into revealing passwords  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: How does T1110.001 (Brute Force: Password Guessing) typically try to achieve credential access?
Option A: By intercepting network traffic to obtain passwords
Option B: By guessing passwords using a repetitive or iterative mechanism
Option C: By exploiting zero-day vulnerabilities
Option D: By social engineering tactics to trick users into revealing passwords
Answer: B
",B
APT29 (G0016) used T1110.001 to attack which type of targets?,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** APT29 (G0016) used T1110.001 to attack which type of targets?  **Options:** A) Internal networking equipment B) Operating system vulnerabilities C) A list of mailboxes D) Web server configuration files  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: APT29 (G0016) used T1110.001 to attack which type of targets?
Option A: Internal networking equipment
Option B: Operating system vulnerabilities
Option C: A list of mailboxes
Option D: Web server configuration files
Answer:","You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** APT29 (G0016) used T1110.001 to attack which type of targets?  **Options:** A) Internal networking equipment B) Operating system vulnerabilities C) A list of mailboxes D) Web server configuration files  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: APT29 (G0016) used T1110.001 to attack which type of targets?
Option A: Internal networking equipment
Option B: Operating system vulnerabilities
Option C: A list of mailboxes
Option D: Web server configuration files
Answer: B",B
Why are LDAP and Kerberos connection attempts less likely to trigger events compared to SMB?,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Why are LDAP and Kerberos connection attempts less likely to trigger events compared to SMB?  **Options:** A) LDAP and Kerberos have default settings that disable logging B) SMB creates specific ""logon failure"" event ID 4625 C) LDAP and Kerberos use encryption that prevents logging D) SMB sessions expire more quickly than LDAP and Kerberos sessions  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: Why are LDAP and Kerberos connection attempts less likely to trigger events compared to SMB?
Option A: LDAP and Kerberos have default settings that disable logging
Option B: SMB creates specific ""logon failure"" event ID 4625
Option C: LDAP and Kerberos use encryption that prevents logging
Option D: SMB sessions expire more quickly than LDAP and Kerberos sessions
Answer:","You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Why are LDAP and Kerberos connection attempts less likely to trigger events compared to SMB?  **Options:** A) LDAP and Kerberos have default settings that disable logging B) SMB creates specific ""logon failure"" event ID 4625 C) LDAP and Kerberos use encryption that prevents logging D) SMB sessions expire more quickly than LDAP and Kerberos sessions  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: Why are LDAP and Kerberos connection attempts less likely to trigger events compared to SMB?
Option A: LDAP and Kerberos have default settings that disable logging
Option B: SMB creates specific ""logon failure"" event ID 4625
Option C: LDAP and Kerberos use encryption that prevents logging
Option D: SMB sessions expire more quickly than LDAP and Kerberos sessions
Answer: B
",B
Which mitigation can help prevent T1110.001 attacks but might cause a denial of service if too strict?,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which mitigation can help prevent T1110.001 attacks but might cause a denial of service if too strict?  **Options:** A) Multi-factor Authentication B) Update Software C) Account Use Policies D) Password Manager Setup  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: Which mitigation can help prevent T1110.001 attacks but might cause a denial of service if too strict?
Option A: Multi-factor Authentication
Option B: Update Software
Option C: Account Use Policies
Option D: Password Manager Setup
Answer:","You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which mitigation can help prevent T1110.001 attacks but might cause a denial of service if too strict?  **Options:** A) Multi-factor Authentication B) Update Software C) Account Use Policies D) Password Manager Setup  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: Which mitigation can help prevent T1110.001 attacks but might cause a denial of service if too strict?
Option A: Multi-factor Authentication
Option B: Update Software
Option C: Account Use Policies
Option D: Password Manager Setup
Answer: A",A
Which service is commonly targeted by T1110.001 via TCP port 1433?,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which service is commonly targeted by T1110.001 via TCP port 1433?  **Options:** A) FTP B) Server Message Block (SMB) C) MySQL D) MSSQL  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: Which service is commonly targeted by T1110.001 via TCP port 1433?
Option A: FTP
Option B: Server Message Block (SMB)
Option C: MySQL
Option D: MSSQL
Answer:","You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which service is commonly targeted by T1110.001 via TCP port 1433?  **Options:** A) FTP B) Server Message Block (SMB) C) MySQL D) MSSQL  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: Which service is commonly targeted by T1110.001 via TCP port 1433?
Option A: FTP
Option B: Server Message Block (SMB)
Option C: MySQL
Option D: MSSQL
Answer: D
",D
Which tool allows brute-forcing across an entire network as part of T1110.001?,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which tool allows brute-forcing across an entire network as part of T1110.001?  **Options:** A) Pony B) EMOTET C) CrackMapExec D) HermeticWizard  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: Which tool allows brute-forcing across an entire network as part of T1110.001?
Option A: Pony
Option B: EMOTET
Option C: CrackMapExec
Option D: HermeticWizard
Answer:","You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which tool allows brute-forcing across an entire network as part of T1110.001?  **Options:** A) Pony B) EMOTET C) CrackMapExec D) HermeticWizard  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: Which tool allows brute-forcing across an entire network as part of T1110.001?
Option A: Pony
Option B: EMOTET
Option C: CrackMapExec
Option D: HermeticWizard
Answer: C",C
In which scenario might an adversary combine brute forcing activity with External Remote Services?,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** In which scenario might an adversary combine brute forcing activity with External Remote Services?  **Options:** A) Initial Access B) Execution C) Persistence D) Collection  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: In which scenario might an adversary combine brute forcing activity with External Remote Services?
Option A: Initial Access
Option B: Execution
Option C: Persistence
Option D: Collection
Answer:","You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** In which scenario might an adversary combine brute forcing activity with External Remote Services?  **Options:** A) Initial Access B) Execution C) Persistence D) Collection  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: In which scenario might an adversary combine brute forcing activity with External Remote Services?
Option A: Initial Access
Option B: Execution
Option C: Persistence
Option D: Collection
Answer: D",D
Which group used a script to attempt RPC authentication during the 2016 Ukraine Electric Power Attack?,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which group used a script to attempt RPC authentication during the 2016 Ukraine Electric Power Attack?  **Options:** A) APT28 B) Sandworm Team C) Dragonfly D) OilRig  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: Which group used a script to attempt RPC authentication during the 2016 Ukraine Electric Power Attack?
Option A: APT28
Option B: Sandworm Team
Option C: Dragonfly
Option D: OilRig
Answer:","You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which group used a script to attempt RPC authentication during the 2016 Ukraine Electric Power Attack?  **Options:** A) APT28 B) Sandworm Team C) Dragonfly D) OilRig  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: Which group used a script to attempt RPC authentication during the 2016 Ukraine Electric Power Attack?
Option A: APT28
Option B: Sandworm Team
Option C: Dragonfly
Option D: OilRig
Answer: A
",A
"According to the MITRE ATT&CK framework, which technique ID corresponds to Brute Force?","You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** According to the MITRE ATT&CK framework, which technique ID corresponds to Brute Force?  **Options:** A) T1133 B) T1059 C) T1110 D) T1049  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: According to the MITRE ATT&CK framework, which technique ID corresponds to Brute Force?
Option A: T1133
Option B: T1059
Option C: T1110
Option D: T1049
Answer:","You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** According to the MITRE ATT&CK framework, which technique ID corresponds to Brute Force?  **Options:** A) T1133 B) T1059 C) T1110 D) T1049  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: According to the MITRE ATT&CK framework, which technique ID corresponds to Brute Force?
Option A: T1133
Option B: T1059
Option C: T1110
Option D: T1049
Answer: B",B
