CVE ID	CVE Description	CWE ID	Explanation	Description Length
CVE-2023-4540	"Improper Handling of Exceptional Conditions vulnerability in Daurnimator lua-http library allows Excessive Allocation and a denial of service (DoS) attack to be executed by sending a properly crafted request to the server. 
Such a request causes the program to enter an infinite loop. 

This issue affects lua-http: all versions before commit ddab283."	CWE-755	"The CVE describes a vulnerability: 'Improper Handling of Exceptional Conditions vulnerability in Daurnimator lua-http library allows Excessive Allocation and a denial of service (DoS) attack to be executed by sending a properly crafted request to the server. 
Such a request causes the program to enter an infinite loop. 

This issue affects lua-http: all versions before commit ddab283.'. The root cause is mapped to CWE: CWE-755."	52
CVE-2023-20831	"In gps, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS08014144; Issue ID: ALPS08014162."	CWE-787	"The CVE describes a vulnerability: 'In gps, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS08014144; Issue ID: ALPS08014162.'. The root cause is mapped to CWE: CWE-787."	42
CVE-2023-20830	"In gps, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS08014144; Issue ID: ALPS08014156."	CWE-787	"The CVE describes a vulnerability: 'In gps, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS08014144; Issue ID: ALPS08014156.'. The root cause is mapped to CWE: CWE-787."	42
CVE-2023-20829	"In gps, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS08014144; Issue ID: ALPS08014148."	CWE-787	"The CVE describes a vulnerability: 'In gps, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS08014144; Issue ID: ALPS08014148.'. The root cause is mapped to CWE: CWE-787."	42
CVE-2023-20828	"In gps, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS08014144; Issue ID: ALPS08014144."	CWE-787	"The CVE describes a vulnerability: 'In gps, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS08014144; Issue ID: ALPS08014144.'. The root cause is mapped to CWE: CWE-787."	42
CVE-2023-20827	"In ims service, there is a possible memory corruption due to a race condition. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07937105; Issue ID: ALPS07937105."	CWE-362	"The CVE describes a vulnerability: 'In ims service, there is a possible memory corruption due to a race condition. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07937105; Issue ID: ALPS07937105.'. The root cause is mapped to CWE: CWE-362."	40
CVE-2023-20822	"In netdagent, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07944012; Issue ID: ALPS07944012."	CWE-787	"The CVE describes a vulnerability: 'In netdagent, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07944012; Issue ID: ALPS07944012.'. The root cause is mapped to CWE: CWE-787."	42
CVE-2023-20821	"In nvram, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07937113; Issue ID: ALPS07937113."	CWE-787	"The CVE describes a vulnerability: 'In nvram, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07937113; Issue ID: ALPS07937113.'. The root cause is mapped to CWE: CWE-787."	42
CVE-2023-4647	An issue has been discovered in GitLab affecting all versions starting from 15.2 before 16.1.5, all versions starting from 16.2 before 16.2.5, all versions starting from 16.3 before 16.3.1 in which the projects API pagination can be skipped, potentially leading to DoS on certain instances.	CWE-770	The CVE describes a vulnerability: 'An issue has been discovered in GitLab affecting all versions starting from 15.2 before 16.1.5, all versions starting from 16.2 before 16.2.5, all versions starting from 16.3 before 16.3.1 in which the projects API pagination can be skipped, potentially leading to DoS on certain instances.'. The root cause is mapped to CWE: CWE-770.	45
CVE-2023-3210	An issue has been discovered in GitLab affecting all versions starting from 15.11 before 16.1.5, all versions starting from 16.2 before 16.2.5, all versions starting from 16.3 before 16.3.1. An authenticated user could trigger a denial of service when importing or cloning malicious content.	CWE-1333	The CVE describes a vulnerability: 'An issue has been discovered in GitLab affecting all versions starting from 15.11 before 16.1.5, all versions starting from 16.2 before 16.2.5, all versions starting from 16.3 before 16.3.1. An authenticated user could trigger a denial of service when importing or cloning malicious content.'. The root cause is mapped to CWE: CWE-1333.	44
CVE-2023-3205	An issue has been discovered in GitLab affecting all versions starting from 15.11 before 16.1.5, all versions starting from 16.2 before 16.2.5, all versions starting from 16.3 before 16.3.1. An authenticated user could trigger a denial of service when importing or cloning malicious content.	CWE-1333	The CVE describes a vulnerability: 'An issue has been discovered in GitLab affecting all versions starting from 15.11 before 16.1.5, all versions starting from 16.2 before 16.2.5, all versions starting from 16.3 before 16.3.1. An authenticated user could trigger a denial of service when importing or cloning malicious content.'. The root cause is mapped to CWE: CWE-1333.	44
CVE-2023-4481	"An Improper Input Validation vulnerability in the Routing Protocol Daemon (rpd) of Juniper Networks Junos OS and Junos OS Evolved allows an unauthenticated, network-based attacker to cause a Denial of Service (DoS).

When certain specific crafted BGP UPDATE messages are received over an established BGP session, one BGP session may be torn down with an UPDATE message error, or the issue may propagate beyond the local system which will remain non-impacted, but may affect one or more remote systems. This issue is exploitable remotely as the crafted UPDATE message can propagate through unaffected systems and intermediate BGP speakers.
Continuous receipt of the crafted BGP UPDATE messages will create a sustained Denial of Service (DoS) condition for impacted devices.

This issue affects eBGP and iBGP, in both IPv4 and IPv6 implementations.  This issue requires a remote attacker to have at least one established BGP session.
 Improper Input Validation, Denial of Service vulnerability in Juniper Networks, Inc. Junos OS (BGP, rpd modules), Juniper Networks, Inc. Junos OS Evolved (BGP, rpd modules) allows Fuzzing.This issue affects 

Junos OS: 



  *  All versions before 20.4R3-S10,
  *  from 21.1R1 through 21.*,
  *  from 21.2 before 21.2R3-S5,
  *  from 21.3 before 21.3R3-S5,
  *  from 21.4 before 21.4R3-S7 (unaffected from 21.4R3-S5, affected from 21.4R3-S6)
  *  from 22.1 before 22.1R3-S4,
  *  from 22.2 before 22.2R3-S3,
  *  from 22.3 before 22.3R3-S1,
  *  from 22.4 before 22.4R3,
  *  from 23.2 before 23.2R2.


Junos OS Evolved:



  *  All versions before 20.4R3-S10-EVO,
  *  from 21.2-EVO before 21.2R3-S7-EVO,
  *  from 21.3-EVO before 21.3R3-S5-EVO,
  *  from 21.4-EVO before 21.4R3-S5-EVO,
  *  from 22.1-EVO before 22.1R3-S4-EVO,
  *  from 22.2-EVO before 22.2R3-S3-EVO,
  *  from 22.3-EVO before 22.3R3-S1-EVO,
  *  from 22.4-EVO before 22.4R3-EVO,
  *  from 23.2-EVO before 23.2R2-EVO."	NVD-CWE-noinfo	"The CVE describes a vulnerability: 'An Improper Input Validation vulnerability in the Routing Protocol Daemon (rpd) of Juniper Networks Junos OS and Junos OS Evolved allows an unauthenticated, network-based attacker to cause a Denial of Service (DoS).

When certain specific crafted BGP UPDATE messages are received over an established BGP session, one BGP session may be torn down with an UPDATE message error, or the issue may propagate beyond the local system which will remain non-impacted, but may affect one or more remote systems. This issue is exploitable remotely as the crafted UPDATE message can propagate through unaffected systems and intermediate BGP speakers.
Continuous receipt of the crafted BGP UPDATE messages will create a sustained Denial of Service (DoS) condition for impacted devices.

This issue affects eBGP and iBGP, in both IPv4 and IPv6 implementations.  This issue requires a remote attacker to have at least one established BGP session.
 Improper Input Validation, Denial of Service vulnerability in Juniper Networks, Inc. Junos OS (BGP, rpd modules), Juniper Networks, Inc. Junos OS Evolved (BGP, rpd modules) allows Fuzzing.This issue affects 

Junos OS: 



  *  All versions before 20.4R3-S10,
  *  from 21.1R1 through 21.*,
  *  from 21.2 before 21.2R3-S5,
  *  from 21.3 before 21.3R3-S5,
  *  from 21.4 before 21.4R3-S7 (unaffected from 21.4R3-S5, affected from 21.4R3-S6)
  *  from 22.1 before 22.1R3-S4,
  *  from 22.2 before 22.2R3-S3,
  *  from 22.3 before 22.3R3-S1,
  *  from 22.4 before 22.4R3,
  *  from 23.2 before 23.2R2.


Junos OS Evolved:



  *  All versions before 20.4R3-S10-EVO,
  *  from 21.2-EVO before 21.2R3-S7-EVO,
  *  from 21.3-EVO before 21.3R3-S5-EVO,
  *  from 21.4-EVO before 21.4R3-S5-EVO,
  *  from 22.1-EVO before 22.1R3-S4-EVO,
  *  from 22.2-EVO before 22.2R3-S3-EVO,
  *  from 22.3-EVO before 22.3R3-S1-EVO,
  *  from 22.4-EVO before 22.4R3-EVO,
  *  from 23.2-EVO before 23.2R2-EVO.'. The root cause is mapped to CWE: NVD-CWE-noinfo."	279
CVE-2023-4571	"In Splunk IT Service Intelligence (ITSI) versions below 4.13.3 or 4.15.3, a malicious actor can inject American National Standards Institute (ANSI) escape codes into Splunk ITSI log files that, when a vulnerable terminal application reads them, can run malicious code in the vulnerable application. This attack requires a user to use a terminal application that translates ANSI escape codes to read the malicious log file locally in the vulnerable terminal. The vulnerability also requires additional user interaction to succeed. 

The vulnerability does not directly affect Splunk ITSI. The indirect impact on Splunk ITSI can vary significantly depending on the permissions in the vulnerable terminal application, as well as where and how the user reads the malicious log file. For example, users can copy the malicious file from Splunk ITSI and read it on their local machine."	CWE-116	"The CVE describes a vulnerability: 'In Splunk IT Service Intelligence (ITSI) versions below 4.13.3 or 4.15.3, a malicious actor can inject American National Standards Institute (ANSI) escape codes into Splunk ITSI log files that, when a vulnerable terminal application reads them, can run malicious code in the vulnerable application. This attack requires a user to use a terminal application that translates ANSI escape codes to read the malicious log file locally in the vulnerable terminal. The vulnerability also requires additional user interaction to succeed. 

The vulnerability does not directly affect Splunk ITSI. The indirect impact on Splunk ITSI can vary significantly depending on the permissions in the vulnerable terminal application, as well as where and how the user reads the malicious log file. For example, users can copy the malicious file from Splunk ITSI and read it on their local machine.'. The root cause is mapped to CWE: CWE-116."	136
CVE-2023-38027	SpotCam Co., Ltd. SpotCam Sense’s hidden Telnet function has a vulnerability of OS command injection. An remote unauthenticated attacker can exploit this vulnerability to execute command injection attack to perform arbitrary system commands or disrupt service.	CWE-78	The CVE describes a vulnerability: 'SpotCam Co., Ltd. SpotCam Sense’s hidden Telnet function has a vulnerability of OS command injection. An remote unauthenticated attacker can exploit this vulnerability to execute command injection attack to perform arbitrary system commands or disrupt service.'. The root cause is mapped to CWE: CWE-78.	36
CVE-2023-25848	"ArcGIS Enterprise Server versions 11.0 and below have an information disclosure vulnerability where a remote, unauthorized attacker may submit a crafted query that may result in a low severity information disclosure issue. 

The information disclosed is limited to a single attribute in a database connection string. No business data is disclosed."	CWE-319	"The CVE describes a vulnerability: 'ArcGIS Enterprise Server versions 11.0 and below have an information disclosure vulnerability where a remote, unauthorized attacker may submit a crafted query that may result in a low severity information disclosure issue. 

The information disclosed is limited to a single attribute in a database connection string. No business data is disclosed.'. The root cause is mapped to CWE: CWE-319."	51
CVE-2023-40158	Hidden functionality vulnerability in the CBC products allows a remote authenticated attacker to execute an arbitrary OS command on the device or alter its settings. As for the affected products/versions, see the detailed information provided by the vendor. Note that NR4H, NR8H, NR16H series and DR-16F, DR-8F, DR-4F, DR-16H, DR-8H, DR-4H, DR-4M41 series are no longer supported, therefore updates for those products are not provided.	NVD-CWE-Other	The CVE describes a vulnerability: 'Hidden functionality vulnerability in the CBC products allows a remote authenticated attacker to execute an arbitrary OS command on the device or alter its settings. As for the affected products/versions, see the detailed information provided by the vendor. Note that NR4H, NR8H, NR16H series and DR-16F, DR-8F, DR-4F, DR-16H, DR-8H, DR-4H, DR-4M41 series are no longer supported, therefore updates for those products are not provided.'. The root cause is mapped to CWE: NVD-CWE-Other.	65
CVE-2023-36281	An issue in langchain v.0.0.171 allows a remote attacker to execute arbitrary code via a JSON file to load_prompt. This is related to __subclasses__ or a template.	CWE-94	The CVE describes a vulnerability: 'An issue in langchain v.0.0.171 allows a remote attacker to execute arbitrary code via a JSON file to load_prompt. This is related to __subclasses__ or a template.'. The root cause is mapped to CWE: CWE-94.	27
CVE-2023-25915	Due to improper input validation, an authenticated remote attacker could execute arbitrary commands on the target system.	NVD-CWE-noinfo	The CVE describes a vulnerability: 'Due to improper input validation, an authenticated remote attacker could execute arbitrary commands on the target system.'. The root cause is mapped to CWE: NVD-CWE-noinfo.	17
CVE-2023-25914	Due to improper restriction, authenticated attackers could retrieve and read system files of the underlying server through the XML interface. The information that can be read can lead to a full system compromise.	CWE-22	The CVE describes a vulnerability: 'Due to improper restriction, authenticated attackers could retrieve and read system files of the underlying server through the XML interface. The information that can be read can lead to a full system compromise.'. The root cause is mapped to CWE: CWE-22.	33
CVE-2023-25913	Because of an authentication flaw an attacker would be capable of generating a web report that discloses sensitive information such as internal IP addresses, usernames, store names and other sensitive information.	CWE-287	The CVE describes a vulnerability: 'Because of an authentication flaw an attacker would be capable of generating a web report that discloses sensitive information such as internal IP addresses, usernames, store names and other sensitive information.'. The root cause is mapped to CWE: CWE-287.	31
CVE-2023-36674	An issue was discovered in MediaWiki before 1.35.11, 1.36.x through 1.38.x before 1.38.7, 1.39.x before 1.39.4, and 1.40.x before 1.40.1. It is possible to bypass the Bad image list (aka badFile) by using the thumb parameter (aka Manualthumb) of the File syntax.	NVD-CWE-noinfo	The CVE describes a vulnerability: 'An issue was discovered in MediaWiki before 1.35.11, 1.36.x through 1.38.x before 1.38.7, 1.39.x before 1.39.4, and 1.40.x before 1.40.1. It is possible to bypass the Bad image list (aka badFile) by using the thumb parameter (aka Manualthumb) of the File syntax.'. The root cause is mapped to CWE: NVD-CWE-noinfo.	42
CVE-2023-40069	OS command injection vulnerability in ELECOM wireless LAN routers allows an attacker who can access the product to execute an arbitrary OS command by sending a specially crafted request. Affected products and versions are as follows: WRC-F1167ACF all versions, WRC-1750GHBK all versions, WRC-1167GHBK2 all versions, WRC-1750GHBK2-I all versions, and WRC-1750GHBK-E all versions.	CWE-78	The CVE describes a vulnerability: 'OS command injection vulnerability in ELECOM wireless LAN routers allows an attacker who can access the product to execute an arbitrary OS command by sending a specially crafted request. Affected products and versions are as follows: WRC-F1167ACF all versions, WRC-1750GHBK all versions, WRC-1167GHBK2 all versions, WRC-1750GHBK2-I all versions, and WRC-1750GHBK-E all versions.'. The root cause is mapped to CWE: CWE-78.	52
CVE-2023-39445	Hidden functionality vulnerability in LAN-WH300N/RE all versions provided by LOGITEC CORPORATION allows an unauthenticated attacker to execute arbitrary code by sending a specially crafted file to the product's certain management console.	NVD-CWE-Other	The CVE describes a vulnerability: 'Hidden functionality vulnerability in LAN-WH300N/RE all versions provided by LOGITEC CORPORATION allows an unauthenticated attacker to execute arbitrary code by sending a specially crafted file to the product's certain management console.'. The root cause is mapped to CWE: NVD-CWE-Other.	31
CVE-2023-38576	Hidden functionality vulnerability in LAN-WH300N/RE all versions provided by LOGITEC CORPORATION allows an authenticated user to execute arbitrary OS commands on a certain management console.	NVD-CWE-Other	The CVE describes a vulnerability: 'Hidden functionality vulnerability in LAN-WH300N/RE all versions provided by LOGITEC CORPORATION allows an authenticated user to execute arbitrary OS commands on a certain management console.'. The root cause is mapped to CWE: NVD-CWE-Other.	25
CVE-2023-38132	LAN-W451NGR all versions provided by LOGITEC CORPORATION contains an improper access control vulnerability, which allows an unauthenticated attacker to log in to telnet service.	NVD-CWE-noinfo	The CVE describes a vulnerability: 'LAN-W451NGR all versions provided by LOGITEC CORPORATION contains an improper access control vulnerability, which allows an unauthenticated attacker to log in to telnet service.'. The root cause is mapped to CWE: NVD-CWE-noinfo.	24
CVE-2023-32626	Hidden functionality vulnerability in LAN-W300N/RS all versions, and LAN-W300N/PR5 all versions allows an unauthenticated attacker to log in to the product's certain management console and execute arbitrary OS commands.	NVD-CWE-Other	The CVE describes a vulnerability: 'Hidden functionality vulnerability in LAN-W300N/RS all versions, and LAN-W300N/PR5 all versions allows an unauthenticated attacker to log in to the product's certain management console and execute arbitrary OS commands.'. The root cause is mapped to CWE: NVD-CWE-Other.	29
CVE-2023-36106	An incorrect access control vulnerability in powerjob 4.3.2 and earlier allows remote attackers to obtain sensitive information via the interface for querying via appId parameter to /container/list.	NVD-CWE-Other	The CVE describes a vulnerability: 'An incorrect access control vulnerability in powerjob 4.3.2 and earlier allows remote attackers to obtain sensitive information via the interface for querying via appId parameter to /container/list.'. The root cause is mapped to CWE: NVD-CWE-Other.	27
CVE-2023-40313	A BeanShell interpreter in remote server mode runs in OpenMNS Horizon versions earlier than 32.0.2 and in related Meridian versions which could allow arbitrary remote Java code execution. The solution is to upgrade to Meridian 2023.1.6, 2022.1.19, 2021.1.30, 2020.1.38 or Horizon 32.0.2 or newer. Meridian and Horizon installation instructions state that they are intended for installation within an organization's private networks and should not be directly accessible from the Internet.	NVD-CWE-noinfo	The CVE describes a vulnerability: 'A BeanShell interpreter in remote server mode runs in OpenMNS Horizon versions earlier than 32.0.2 and in related Meridian versions which could allow arbitrary remote Java code execution. The solution is to upgrade to Meridian 2023.1.6, 2022.1.19, 2021.1.30, 2020.1.38 or Horizon 32.0.2 or newer. Meridian and Horizon installation instructions state that they are intended for installation within an organization's private networks and should not be directly accessible from the Internet.'. The root cause is mapped to CWE: NVD-CWE-noinfo.	70
CVE-2023-39743	lrzip-next LZMA v23.01 was discovered to contain an access violation via the component /bz3_decode_block src/libbz3.c.	NVD-CWE-Other	The CVE describes a vulnerability: 'lrzip-next LZMA v23.01 was discovered to contain an access violation via the component /bz3_decode_block src/libbz3.c.'. The root cause is mapped to CWE: NVD-CWE-Other.	15
CVE-2023-40348	The webhook endpoint in Jenkins Gogs Plugin 1.0.15 and earlier provides unauthenticated attackers information about the existence of jobs in its output.	NVD-CWE-noinfo	The CVE describes a vulnerability: 'The webhook endpoint in Jenkins Gogs Plugin 1.0.15 and earlier provides unauthenticated attackers information about the existence of jobs in its output.'. The root cause is mapped to CWE: NVD-CWE-noinfo.	22
CVE-2023-4344	Broadcom RAID Controller web interface is vulnerable to insufficient randomness due to improper use of ssl.rnd to setup CIM connection	CWE-330	The CVE describes a vulnerability: 'Broadcom RAID Controller web interface is vulnerable to insufficient randomness due to improper use of ssl.rnd to setup CIM connection'. The root cause is mapped to CWE: CWE-330.	20
CVE-2023-21272	"In readFrom of Uri.java, there is a possible bad URI permission grant due to improper input validation. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.

"	CWE-20	"The CVE describes a vulnerability: 'In readFrom of Uri.java, there is a possible bad URI permission grant due to improper input validation. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.

'. The root cause is mapped to CWE: CWE-20."	38
CVE-2023-21269	"In startActivityInner of ActivityStarter.java, there is a possible way to launch an activity into PiP mode from the background due to BAL bypass. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.

"	CWE-269	"The CVE describes a vulnerability: 'In startActivityInner of ActivityStarter.java, there is a possible way to launch an activity into PiP mode from the background due to BAL bypass. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.

'. The root cause is mapped to CWE: CWE-269."	44
CVE-2023-21265	"In multiple locations, there are root CA certificates which need to be disabled. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.

"	CWE-295	"The CVE describes a vulnerability: 'In multiple locations, there are root CA certificates which need to be disabled. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.

'. The root cause is mapped to CWE: CWE-295."	33
CVE-2023-21140	"In onCreate of ManagePermissionsActivity.java, there is a possible way to bypass factory reset protections due to a missing permission check. This could lead to local escalation of privilege with physical access to a device that's been factory reset with no additional execution privileges needed. User interaction is not needed for exploitation.

"	CWE-862	"The CVE describes a vulnerability: 'In onCreate of ManagePermissionsActivity.java, there is a possible way to bypass factory reset protections due to a missing permission check. This could lead to local escalation of privilege with physical access to a device that's been factory reset with no additional execution privileges needed. User interaction is not needed for exploitation.

'. The root cause is mapped to CWE: CWE-862."	51
CVE-2023-21134	"In onCreate of ManagePermissionsActivity.java, there is a possible way to bypass factory reset protections due to a missing permission check. This could lead to local escalation of privilege with physical access to a device that's been factory reset with no additional execution privileges needed. User interaction is not needed for exploitation.

"	CWE-862	"The CVE describes a vulnerability: 'In onCreate of ManagePermissionsActivity.java, there is a possible way to bypass factory reset protections due to a missing permission check. This could lead to local escalation of privilege with physical access to a device that's been factory reset with no additional execution privileges needed. User interaction is not needed for exploitation.

'. The root cause is mapped to CWE: CWE-862."	51
CVE-2023-21133	"In onCreate of ManagePermissionsActivity.java, there is a possible way to bypass factory reset protections due to a missing permission check. This could lead to local escalation of privilege with physical access to a device that's been factory reset with no additional execution privileges needed. User interaction is not needed for exploitation.

"	CWE-862	"The CVE describes a vulnerability: 'In onCreate of ManagePermissionsActivity.java, there is a possible way to bypass factory reset protections due to a missing permission check. This could lead to local escalation of privilege with physical access to a device that's been factory reset with no additional execution privileges needed. User interaction is not needed for exploitation.

'. The root cause is mapped to CWE: CWE-862."	51
CVE-2023-21132	"In onCreate of ManagePermissionsActivity.java, there is a possible way to bypass factory reset protections due to a missing permission check. This could lead to local escalation of privilege with physical access to a device that's been factory reset with no additional execution privileges needed. User interaction is not needed for exploitation.

"	CWE-862	"The CVE describes a vulnerability: 'In onCreate of ManagePermissionsActivity.java, there is a possible way to bypass factory reset protections due to a missing permission check. This could lead to local escalation of privilege with physical access to a device that's been factory reset with no additional execution privileges needed. User interaction is not needed for exploitation.

'. The root cause is mapped to CWE: CWE-862."	51
CVE-2023-20965	"In processMessageImpl of ClientModeImpl.java, there is a possible credential disclosure in the TOFU flow due to a logic error in the code. This could lead to remote escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.

"	CWE-522	"The CVE describes a vulnerability: 'In processMessageImpl of ClientModeImpl.java, there is a possible credential disclosure in the TOFU flow due to a logic error in the code. This could lead to remote escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.

'. The root cause is mapped to CWE: CWE-522."	43
CVE-2023-39293	A Command Injection vulnerability has been identified in the MiVoice Office 400 SMB Controller through 1.2.5.23 which could allow a malicious actor to execute arbitrary commands within the context of the system.	CWE-77	The CVE describes a vulnerability: 'A Command Injection vulnerability has been identified in the MiVoice Office 400 SMB Controller through 1.2.5.23 which could allow a malicious actor to execute arbitrary commands within the context of the system.'. The root cause is mapped to CWE: CWE-77.	32
CVE-2023-39292	A SQL Injection vulnerability has been identified in the MiVoice Office 400 SMB Controller through 1.2.5.23 which could allow a malicious actor to access sensitive information and execute arbitrary database and management operations.	CWE-89	The CVE describes a vulnerability: 'A SQL Injection vulnerability has been identified in the MiVoice Office 400 SMB Controller through 1.2.5.23 which could allow a malicious actor to access sensitive information and execute arbitrary database and management operations.'. The root cause is mapped to CWE: CWE-89.	33
CVE-2023-39403	Parameter verification vulnerability in the installd module. Successful exploitation of this vulnerability may cause sandbox files to be read and written without authorization.	NVD-CWE-noinfo	The CVE describes a vulnerability: 'Parameter verification vulnerability in the installd module. Successful exploitation of this vulnerability may cause sandbox files to be read and written without authorization.'. The root cause is mapped to CWE: NVD-CWE-noinfo.	23
CVE-2023-39402	Parameter verification vulnerability in the installd module. Successful exploitation of this vulnerability may cause sandbox files to be read and written without authorization.	NVD-CWE-noinfo	The CVE describes a vulnerability: 'Parameter verification vulnerability in the installd module. Successful exploitation of this vulnerability may cause sandbox files to be read and written without authorization.'. The root cause is mapped to CWE: NVD-CWE-noinfo.	23
CVE-2023-39401	Parameter verification vulnerability in the installd module. Successful exploitation of this vulnerability may cause sandbox files to be read and written without authorization.	NVD-CWE-noinfo	The CVE describes a vulnerability: 'Parameter verification vulnerability in the installd module. Successful exploitation of this vulnerability may cause sandbox files to be read and written without authorization.'. The root cause is mapped to CWE: NVD-CWE-noinfo.	23
CVE-2023-39400	Parameter verification vulnerability in the installd module. Successful exploitation of this vulnerability may cause sandbox files to be read and written without authorization.	NVD-CWE-noinfo	The CVE describes a vulnerability: 'Parameter verification vulnerability in the installd module. Successful exploitation of this vulnerability may cause sandbox files to be read and written without authorization.'. The root cause is mapped to CWE: NVD-CWE-noinfo.	23
CVE-2023-39399	Parameter verification vulnerability in the installd module. Successful exploitation of this vulnerability may cause sandbox files to be read and written without authorization.	NVD-CWE-noinfo	The CVE describes a vulnerability: 'Parameter verification vulnerability in the installd module. Successful exploitation of this vulnerability may cause sandbox files to be read and written without authorization.'. The root cause is mapped to CWE: NVD-CWE-noinfo.	23
CVE-2023-39398	Parameter verification vulnerability in the installd module. Successful exploitation of this vulnerability may cause sandbox files to be read and written without authorization.	NVD-CWE-noinfo	The CVE describes a vulnerability: 'Parameter verification vulnerability in the installd module. Successful exploitation of this vulnerability may cause sandbox files to be read and written without authorization.'. The root cause is mapped to CWE: NVD-CWE-noinfo.	23
CVE-2023-39397	Input parameter verification vulnerability in the communication system. Successful exploitation of this vulnerability may affect availability.	CWE-476	The CVE describes a vulnerability: 'Input parameter verification vulnerability in the communication system. Successful exploitation of this vulnerability may affect availability.'. The root cause is mapped to CWE: CWE-476.	16
CVE-2023-39395	Mismatch vulnerability in the serialization process in the communication system. Successful exploitation of this vulnerability may affect availability.	NVD-CWE-noinfo	The CVE describes a vulnerability: 'Mismatch vulnerability in the serialization process in the communication system. Successful exploitation of this vulnerability may affect availability.'. The root cause is mapped to CWE: NVD-CWE-noinfo.	18
CVE-2023-39390	Vulnerability of input parameter verification in certain APIs in the window management module. Successful exploitation of this vulnerability may cause the device to restart.	CWE-20	The CVE describes a vulnerability: 'Vulnerability of input parameter verification in certain APIs in the window management module. Successful exploitation of this vulnerability may cause the device to restart.'. The root cause is mapped to CWE: CWE-20.	24
CVE-2023-39386	Vulnerability of input parameters being not strictly verified in the PMS module. Successful exploitation of this vulnerability may cause newly installed apps to fail to restart.	CWE-20	The CVE describes a vulnerability: 'Vulnerability of input parameters being not strictly verified in the PMS module. Successful exploitation of this vulnerability may cause newly installed apps to fail to restart.'. The root cause is mapped to CWE: CWE-20.	26
CVE-2023-39389	Vulnerability of input parameters being not strictly verified in the PMS module. Successful exploitation of this vulnerability may cause home screen unavailability.	CWE-20	The CVE describes a vulnerability: 'Vulnerability of input parameters being not strictly verified in the PMS module. Successful exploitation of this vulnerability may cause home screen unavailability.'. The root cause is mapped to CWE: CWE-20.	22
CVE-2023-39388	Vulnerability of input parameters being not strictly verified in the PMS module. Successful exploitation of this vulnerability may cause home screen unavailability.	CWE-20	The CVE describes a vulnerability: 'Vulnerability of input parameters being not strictly verified in the PMS module. Successful exploitation of this vulnerability may cause home screen unavailability.'. The root cause is mapped to CWE: CWE-20.	22
CVE-2023-39382	 Input verification vulnerability in the audio module. Successful exploitation of this vulnerability may cause virtual machines (VMs) to restart.	CWE-20	The CVE describes a vulnerability: ' Input verification vulnerability in the audio module. Successful exploitation of this vulnerability may cause virtual machines (VMs) to restart.'. The root cause is mapped to CWE: CWE-20.	19
CVE-2023-39381	 Input verification vulnerability in the storage module. Successful exploitation of this vulnerability may cause the device to restart.	CWE-20	The CVE describes a vulnerability: ' Input verification vulnerability in the storage module. Successful exploitation of this vulnerability may cause the device to restart.'. The root cause is mapped to CWE: CWE-20.	18
